Numéro notice,Titre,Titre Article,Auteurs,Auteurs collectifs,Collection,Volume,Numéro,Date,DateDébut,DateFin,Édition,Collation,Éditeur,Lieu,Notes,Régions,Sujets
0136,Égalité,Les droits humains et la paix : une question d'éducation,"FERRER, Catalina|LEBLANC-RAINVILLE, Simone|GAMBLE, Joan",,,,27,1990,1990-01-01,1990-12-31,,pp. 79-114,,,,Acadie,Sociologie|Population|Éducation|Politique|Droit|École
0137,Égalité,"Les ""intellectuels techniciens"" ou le mythe professionnaliste : éléments critiques","BACCOUCHE, Nasser",,,,27,1990,1990-01-01,1990-12-31,,pp. 115-128,,,,Acadie,Sociologie
0138,Égalité,Le néo-libéralisme est-il contre le social?,"LAROCHELLE, Gilbert",,,,27,1990,1990-01-01,1990-12-31,,pp. 129-141,,,,Acadie,Sociologie|Solidarité
0139,Égalité,Les relations France-Acadie durant l'Entre-deux-guerres,"LEBLANC, R. Gilles",,,,26,1989,1989-01-01,1989-12-31,,pp. 25-51,,,,Acadie,Histoire|Populations|International
0140,Égalité,L'Acadie et le Nouveau-Brunswick sur la scène internationale : de l'improvisation à la planification,"SAINT-LOUIS, Michel|OUELLETTE, Roger",,,,26,1989,1989-01-01,1989-12-31,,pp. 53-71,,,,Acadie,Politique|Nationalisme|Populations|International
0141,Égalité,Vingt ans de relations extérieures : pourquoi?,"DOUCET, Michel",,,,26,1989,1989-01-01,1989-12-31,,pp. 75-81,,,,Acadie,Politique|Nationalisme|Populations|International
0142,Égalité,La Société Nationale des Acadiens et la Coopération France-Acadie,"ARSENAULT, Pierre",,,,26,1989,1989-01-01,1989-12-31,,pp. 83-92,,,,Acadie,Culturel|Association|Populations|International
0143,Égalité,L'Université et la coopération internationale,"DIDIER, René",,,,26,1989,1989-01-01,1989-12-31,,pp. 93-114,,,,Acadie,Éducation|Post-secondaire|Populations|International
0144,Égalité,L'Université de Moncton et la coopération internationale : l'expérience du Centre universitaire de Shippagan,"CARON, Armand",,,,26,1989,1989-01-01,1989-12-31,,pp. 115-122,,,,Acadie,Éducation|Post-secondaire|Populations|International
0145,Égalité,Organismes d'Acadie et Tiers-Monde,"CHIASSON, Euclide|JOHNSON, Marc",,,,26,1989,1989-01-01,1989-12-31,,pp. 123-134,,,,Acadie,Culturel|Association|Populations|International
0146,Égalité,Consultation et coopération internationale : les risques de l'affairisme,"HÉBERT, Mario",,,,26,1989,1989-01-01,1989-12-31,,pp. 135-145,,,,Acadie,Populations|International|Économie|Coopération
0147,Égalité,Vieillir au Nouveau-Brunswick,"DUMAS, Jean",,,,25,1989,1989-01-01,1989-12-31,,pp. 15-35,,,,Acadie,Populations|Personnes âgées
0148,Égalité,L'écart entre le langage formel de la loi et la pratique des tribunaux en matière de répartition des pensions au Nouveau-Brunswick,"POIRIER, Donald",,,,25,1989,1989-01-01,1989-12-31,,pp. 37-59,,,,Acadie,Droit|Politique|Populations|Personnes âgées
0149,Égalité,La retraite obligatoire au Nouveau-Brunswick : discours et enjeux sociaux,"CLAVETTE, Huguette",,,,25,1989,1989-01-01,1989-12-31,,pp. 61-83,,,,Acadie,Sociologie|Solidarité|Populations|Personnes âgées
0150,Égalité,Énumération des événements de la vie chez des veuves âgées acadiennes,"ARSENAULT, Anne-Marie",,,,25,1989,1989-01-01,1989-12-31,,pp. 85-100,,,,Acadie,Populations|Personnes âgées
0151,Égalité,Troisième âge et politique : les Acadiens et les Acadiennes de Moncton,"OUELETTE, Roger|BASQUE, Fernand",,,,25,1989,1989-01-01,1989-12-31,,pp. 101-115,,,,Acadie,Populations|Personnes âgées|Politique|Comportement
0152,Égalité,"La santé, le bien-être, la médication et le désir d'information des aînés","THIBAULT, Jacques|OUELLETTE, Pierre",,,,25,1989,1989-01-01,1989-12-31,,pp. 117-134,,,,Acadie,Populations|Personnes âgées|Sociologie|Services
0153,Égalité,L'espace textuel du personnage de la vieille femme dans la Sagouine et l'Évangéline Deusse d'Antonine Maillet : du récit de vie au récit initiatique,"OUELLET, Lise",,,,25,1989,1989-01-01,1989-12-31,,pp. 135-155,,,,Acadie,Populations|Personnes âgées|Culturel|Production
0154,Égalité,La protection sociale de la vieillesse : le cas du Nord-Est du Nouveau-Brunswick au tournant du XIXe siècle,"BASQUE, Maurice|DUROT, Laurent",,,,25,1989,1989-01-01,1989-12-31,,pp. 159-163,,,,Acadie,Populations|Personnes âgées|Histoire
0155,Égalité,La non-accessibilité des femmes au Pouvoir,"GAUDET, Jeanne d'Arc|LAFLEUR, Ginette",,,,24,1988-1989,32143,32873,,pp. 15-30,,,,Acadie,Politique|Comportement|Populations|Femmes
0156,Égalité,L'équité en matière d'emploi : un pouvoir à atteindre,"MELANSON, Rosella",,,,24,1988-1989,32143,32873,,pp. 31-42,,,,Acadie,Sociologie|Travail|Populations|Femmes
0157,Égalité,Les productrices d'ethnicitié en Acadie : perspectives théoriques,"MCKEE-ALLAIN, Isabelle",,,,24,1988-1989,32143,32873,,pp. 45-68,,,,Acadie,Sociologie|Identité|Populations|Femmes
0158,Égalité,L'espoir au féminin,"LEBLANC-RAINVILLE, Simone",,,,24,1988-1989,32143,32873,,pp. 69-83,,,,Acadie,Populations|Femmes
0159,Égalité,Les théories du pouvoir et la question des femmes au travail : le cas du secteur public,"BOUCHARD, Pier",,,,24,1988-1989,32143,32873,,pp. 85-106,,,,Acadie,Politique|Administration|Populations|Femmes|Sociologie|Travail
0160,Égalité,La féminisation du pouvoir : un enjeu pour la démocratie,"SEGUIN, Marie-Thérèse",,,,24,1988-1989,32143,32873,,pp. 107-118,,,,Acadie,Populations|Femmes|Politique|Comportement
0161,Égalité,"L'apathie chez les jeunes, pratique de résistance : tentative de compréhension d'un phénomène social","LEPAGE, Annette",,,,24,1988-1989,32143,32873,,pp. 119-132,,,,Acadie,Sociologie|Solidarité|Populations|Jeunes
0162,Égalité,Le libre-échange et les femmes,"MELANSON, Rosella",,,,23,1988,1988-01-01,1988-12-31,,pp. 15-27,,,,Acadie,Économie|Intégration|Populations|Femmes
0163,Égalité,"L'accord de libre-échange canado-américain, ou le choix d'une politique économique canadienne","DESJARDINS, Pierre-Marcel",,,,23,1988,1988-01-01,1988-12-31,,pp. 29-51,,,,Acadie,Économie|Intégration
0164,Égalité,Le libre-échange : un choix politique qui s'impose,"NADEAU, Jean",,,,23,1988,1988-01-01,1988-12-31,,pp. 55-72,,,,Acadie,Économie|Intégration
0165,Égalité,"Le traité Mulroney-Reagan : fanatisme économique, naïveté politique et reconquête du social par l'économique","HÉBERT, Mario",,,,23,1988,1988-01-01,1988-12-31,,pp. 73-114,,,,Acadie,Économie|Intégration|Sociologie|Économie
0166,Égalité,L'économie des régions acadiennes du Nouveau-Brunswick et l'accord de libre-échange canado-américain,"LECLERC, André",,,,23,1988,1988-01-01,1988-12-31,,pp. 115-144,,,,Acadie,Économie|Intégration
0167,Égalité,Le libre-échange par défaut,"BRUNELLE, Dorval|DEBLOCK, Christian",,,,23,1988,1988-01-01,1988-12-31,,pp. 145-186,,,,Acadie,Économie|Intégration
0168,Égalité,L'agriculture et le libre-échange,"OUELLETTE, Lise",,,,23,1988,1988-01-01,1988-12-31,,pp. 189-197,,,,Acadie,Économie|Intégration
0169,Égalité,L'accord de libre-échange entre le Canada et les États-Unis,"MCKENNA, Frank",,,,23,1988,1988-01-01,1988-12-31,,pp. 199-204,,,,Acadie,Économie|Intégration
0170,Égalité,Le libre-échange,"DOUCET, Gilbert",,,,23,1988,1988-01-01,1988-12-31,,pp. 205-207,,,,Acadie,Économie|Intégration
0171,Égalité,Le libre-échange ou le Canada : à nous de choisir,"WEBB, Tom",,,,23,1988,1988-01-01,1988-12-31,,pp. 209-221,,,,,Économie|Intégration
0172,Égalité,Contre l'accord de libre-échange : le point de vue syndical,"WHITTON, Elmo",,,,23,1988,1988-01-01,1988-12-31,,pp. 223-233,,,,Acadie,Économie|Intégration|Sociologie|Travail
0173,Égalité,Faut-il signer l'Accord du lac Meech?,"FOUCHER, Pierre",,,,22,1987-1988,31778,32508,,pp. 17-38,,,,Acadie,Droit|Politique
0174,Égalité,"Dualité canadienne, spécificité du Québec : contradiction ou complémentarité?","BASTARACHE, Michel",,,,22,1987-1988,31778,32508,,pp. 39-49,,,,Québec,Droit|Politique
0175,Égalité,La formation des enseignants et des enseignantes francophones du Nouveau-Brunswick : survol historique,"COUTURIER LEBLANC, Gilberte|RENAUD, Aldéo",,,,22,1987-1988,31778,32508,,pp. 53-62,,,,Acadie,Éducation|Personnel
0176,Égalité,Dualité et multiculturalisme : deux notions en conflit?,"BASTARACHE, Michel",,,,22,1987-1988,31778,32508,,pp. 63-75,,,,,Droit|Politique
0177,Égalité,Comparaison des rapports Poirier-Bastarache et Guérette-Smith,"THÉRIAULT, Martin",,,,22,1987-1988,31778,32508,,pp. 77-89,,,,Acadie,Droit|Politique
0178,Égalité,La revendication de droits linguistiques au XIXe siècle dans la Péninsule acadienne,"PITRE, Marie-Claire",,,,22,1987-1988,31778,32508,,pp. 91-100,,,,Acadie,Droit|Langue|Histoire
0179,Égalité,Femmes et santé mentale,"WERY, Anne",,,,21,1987,1987-01-01,1987-12-31,,pp. 17-41,,,,Acadie,Sociologie|Services|Populations|Femmes
0180,Égalité,Les femmes et la dépression : vers une perspective globale,"BESSETTE, Lyse",,,,21,1987,1987-01-01,1987-12-31,,pp. 43-60,,,"traite indirectement de l'Acadie, rech. conceptuelle",Acadie,Populations|Femmes|Sociologie|Services
0181,Égalité,Récits de vie... esquisses de libération,"BREAU, Alice|ST-AMAND, Néré|CYR, Paryse|LANDRY, Bernadette",,,,21,1987,1987-01-01,1987-12-31,,pp. 61-80,,,,Acadie,Sociologie|Services
0182,Égalité,Le taux élevé d'internement dans le Nord du Nouveau-Brunswick,"SNOW, Claude",,,,21,1987,1987-01-01,1987-12-31,,pp. 81-97,,,,Acadie,Sociologie|Services
0183,Égalité,Profil comparatif de l'état de santé des Néo-Brunswickois francophones et anglophones,"ROBICHAUD, Anne",,,,21,1987,1987-01-01,1987-12-31,,pp. 99-107,,,,Acadie,Sociologie|Services
0184,Égalité,La santé des personnes âgées : aujourd'hui et demain,"ARSENAULT, Anne-Marie",,,,21,1987,1987-01-01,1987-12-31,,pp. 109-126,,,,Acadie,Sociologie|Services|Populations|Personnes âgées
0185,Égalité,Notre environnement nuit-il à notre santé?,"LAPIERRE, Louis",,,,21,1987,1987-01-01,1987-12-31,,pp. 127-138,,,,Acadie|Québec,Sociologie|Services
0186,Égalité,Pour un plan global de développement des services de santé,"ROBICHAUD, Jean-Bernard",,,,21,1987,1987-01-01,1987-12-31,,pp. 141-162,,,,Acadie,Sociologie|Services
0187,Égalité,Réflexions sur l'approche multidisciplinaire en santé mentale,"LANDRY, Robert|GUÉRETTE, Lisette",,,,21,1987,1987-01-01,1987-12-31,,pp. 163-170,,,,Acadie,Sociologie|Services
0188,Égalité,Les services de santé au Nouveau-Brunswick : réforme ou restructuration?,"ST-AMAND, Néré|TURGEON, Louis",,,,21,1987,1987-01-01,1987-12-31,,pp. 173-183,,,,Acadie,Sociologie|Services|Politique|Administration
0189,Égalité,Compte rendu du colloque Les femmes et la santé mentale au Nouveau-Brunswick,"LANDRY, Bernadette",,,,21,1987,1987-01-01,1987-12-31,,pp. 185-193,,,,Acadie,Sociologie|Services|Populations|Femmes
0190,Égalité,L'information gouvernementale au Nouveau-Brunswick : un jardin anglais?,"BOUCHARD, Gilles",,,,21,1987,1987-01-01,1987-12-31,,pp. 195-202,,,,Acadie,Politique|Administration
0191,Égalité,La création de la Fédération des caisses populaires acadiennes : un exemple de nationalisme économique,"DAIGLE, Jean",,,,20,1987,1987-01-01,1987-12-31,,pp. 15-39,,,,Acadie,Économie|Coopération|Politique|Nationalisme
0192,Égalité,Les usines de transformation du crabe au Nouveau-Brunswick : profil d'une industrie en phase de restructuration,"ROY, Rita|SEGUIN, Marie-Thérèse",,,,20,1987,1987-01-01,1987-12-31,,pp. 41-71,,,,,Économie|Analyse|Sociologie|Économie
0193,Égalité,"La coopération : champ d'études, champ d'action","DESROCHES, Henri",,,,20,1987,1987-01-01,1987-12-31,,pp. 79-88,,,,Acadie,Économie|Coopération
0194,Égalité,La coopération : un projet de société,"BÉLAND, Claude",,,,20,1987,1987-01-01,1987-12-31,,pp. 89-113,,,,Acadie|Québec,Économie|Coopération
0195,Égalité,Formation et recherche coopératives,"LAFLAMME, Marcel",,,,20,1987,1987-01-01,1987-12-31,,pp. 115-129,,,,Acadie,Économie|Coopération
0196,Égalité,Réflexions sur le devenir du Mouvement coopératif acadien,"LECLERC, André",,,,20,1987,1987-01-01,1987-12-31,,pp. 131-140,,,,Acadie,Économie|Coopération
0197,Égalité,La coopérative : une société de participation démocratique,"SEGUIN, Marie-Thérèse",,,,20,1987,1987-01-01,1987-12-31,,pp. 141-152,,,,Acadie,Économie|Coopération|Politique|Comportement
0198,Égalité,La coopérative : un outil de développement économique,"HÉBERT, Mario",,,,20,1987,1987-01-01,1987-12-31,,pp. 153-159,,,,Acadie,Économie|Coopération
0199,Égalité,La coopérative : un style de gestion,"LADOUCEUR, Jean",,,,20,1987,1987-01-01,1987-12-31,,pp. 161-167,,,,Acadie,Économie|Coopération
0200,Égalité,La recherche coopérative,"GIBBS, André",,,,20,1987,1987-01-01,1987-12-31,,pp. 169-174,,,,Acadie,Économie|Coopération
0201,Égalité,La formation et la recherche coopérative (synthèse),"DEGRACE, Eloi",,,,20,1987,1987-01-01,1987-12-31,,pp. 175-178,,,Synthèse du colloque «La coopération en Acadie».,Acadie,Économie|Coopération
0202,Égalité,Résumé des discussions en atelier,"BOUDREAU, Réginald|BERTIN, Donat",,,,20,1987,1987-01-01,1987-12-31,,pp. 179-183,,,Synthèse du colloque «La coopération en Acadie».,Acadie,Économie|Coopération
0203,Égalité,L'autonomie aujourd'hui : la question acadienne sous le regard des idéologies politiques actuelles,"THÉRIAULT, J. Yvon",,,,19,1986,1986-01-01,1986-12-31,,pp. 13-31,,,,Acadie,Sociologie|Identité|Politique|Nationalisme
0204,Égalité,Aperçu de la vie politique au Nouveau-Brunswick,"DOUCET, Philippe|TREMBLAY, Robert",,,,19,1986,1986-01-01,1986-12-31,,pp. 33-59,,,,Acadie,Politique|Administration
0205,Égalité,Pour des unités administratives minoritaires,"BOURGEOIS, Daniel",,,,19,1986,1986-01-01,1986-12-31,,pp. 61-77,,,,Acadie,Politique|Administration
0206,Égalité,Les subventions de localisation et le développement industriel au Nouveau-Brunswick,"GADBOIS, Albert",,,,19,1986,1986-01-01,1986-12-31,,pp. 79-98,,,,Acadie,Économie|Développement|Politique|Nationalisme
0207,Égalité,L'élection provinciale et le tabou linguistique,"VALLILLÉE, John E.",,,,19,1986,1986-01-01,1986-12-31,,pp. 101-107,,,,Acadie,Politique|Élection|Langue|Politique
0208,Égalité,De l'Acadie au Nicaragua par le biais de la nutrition,"BEAUDRY, Micheline|AUCOIN, Louise",,,,19,1986,1986-01-01,1986-12-31,,pp. 109-120,,,,Acadie,Éducation|Populations|International
0209,Égalité,L'aménagement linguistique au Nouveau-Brunswick,"FINN, Jean-Guy",,,,19,1986,1986-01-01,1986-12-31,,pp. 123-135,,,,Acadie,Langue|Politique
0210,Égalité,La réforme gouvernementale au Nouveau-Brunswick,"d'ENTREMONT, Harley",,,,19,1986,1986-01-01,1986-12-31,,pp. 137-145,,,,Acadie,Politique|Administration
0211,Égalité,Les droits linguistiques dans le domaine scolaire : guide d'interprétation de l'article 23 de la Charte canadienne des droits et libertés,"BASTARACHE, Michel",,,,19,1986,1986-01-01,1986-12-31,,pp. 147-169,,,,,Droit|École
0212,Égalité,Forêt,,,,,29,1991,1991-01-01,1991-12-31,,pp. 117-118,,,,Acadie,Sociologie|Travail
0213,Égalité,"Droit au travail, à la dignité et à la survie de l'humanité","DUMONT, René",,,,27,1990,1990-01-01,1990-12-31,,pp. 17-21,,,,Acadie,Droit|Politique
0214,Égalité,Du féminisme et des droits : réflexions sur les méthodes d'intervention féministes et leurs effets pratiques et théoriques,"LÉGER, Lucie",,,,27,1990,1990-01-01,1990-12-31,,pp. 21-43,,,,Acadie,Droit|Politique|Populations|Femmes
0215,Égalité,Les droits de la personne à l'aube de l'an 2000,"ARSENAULT, Pierre",,,,27,1990,1990-01-01,1990-12-31,,pp. 59-77,,,,Acadie,Droit|Politique
0216,Égalité,La terre que l'on occupe et la terre dont on dépend : essai sur le besoin de planification rurale et régionale comme complément à la planification urbaine,"GUÉRETTE, Gilles",,,,18,1986,1986-01-01,1986-12-31,,pp. 13-26,,,,Acadie,Géographie|Aménagement
0217,Égalité,Le Nouveau-Brunswick : une province diffuse,"AUDET MCLAUGLIN, Yvette",,,,18,1986,1986-01-01,1986-12-31,,pp. 27-52,,,,Acadie,Politique|Administration|Sociologie|Économie|Géographie|Aménagement
0218,Égalité,Les Acadiens et les métropoles,"ROBICHAUD, Armand G.",,,,18,1986,1986-01-01,1986-12-31,,pp. 55-67,,,,Acadie,Géographie|Population
0219,Égalité,La conception d'une résidence pour personnes âgées,"KOCH, Edmond D.",,,,18,1986,1986-01-01,1986-12-31,,pp. 69-79,,,,Acadie,Populations|Personnes âgées
0220,Égalité,L'aménagement des services bilingues : l'approche intégrée à l'échelle locale,"LE BLANC, Jean-Claude",,,,18,1986,1986-01-01,1986-12-31,,pp. 81-86,,,,,Langue|Politique|Géographie|Aménagement
0221,Égalité,Le conflit entre les agriculteurs et les résidents ruraux du Nouveau-Brunswick,"DILLON, Michael J.",,,,18,1986,1986-01-01,1986-12-31,,pp. 89-98,,,,Acadie,Géographie|Population
0222,Égalité,Pour une planification intégrée au milieu rural,"D'AMOURS, Maurice",,,,18,1986,1986-01-01,1986-12-31,,pp. 99-103,,,,Acadie,Géographie|Aménagement
0223,Égalité,A propos du rapport Guérette-Smith sur les langues officielles du Nouveau-Brunswick,"BASTARACHE, Michel",,,,18,1986,1986-01-01,1986-12-31,,pp. 113-122,,,,Acadie,Droit|Langue
0224,Égalité,La Cour suprême et les droits linguistiques du justiciable : une démarche régressive,"DOUCET, Michel",,,,18,1986,1986-01-01,1986-12-31,,pp. 123-137,,,,Acadie,Droit|Langue
0225,Égalité,"Trois arrêts-clés dans le domaine des droits linguistiques : les arrêts MacDonald, Bilodeau et S.A.N.-B.","SNOW, Gérard",,,,18,1986,1986-01-01,1986-12-31,,pp. 141-159,,,,,Droit|Langue
0226,Égalité,Dispositions législatives régissant la langue de l'avocat en matière d'assurances au Nouveau-Brunswick,,,,,18,1986,1986-01-01,1986-12-31,,pp. 161-162,,,,Acadie,Droit|Langue
0227,Égalité,Les communautés d'intérêts interprovinciales des Néo-Brunswickois,"AUDET MCLAUGLIN, Yvette",,,,17,1986,1986-01-01,1986-12-31,,pp. 15-43,,,,Acadie,Politique
0228,Égalité,Les jeunes et l'emploi : symbole d'une génération sacrifiée,"DESJARDINS, Pierre-Marcel|DOIRON, Micheline",,,,17,1986,1986-01-01,1986-12-31,,pp. 45-64,,,,Acadie,Économie|Analyse|Sociologie|Travail|Populations|Jeunes
0229,Égalité,Le rôle de l'intervention judiciaire dans une stratégie de revendication politique,"FOUCHER, Pierre",,,,17,1986,1986-01-01,1986-12-31,,pp. 65-78,,,,Acadie,Politique|Nationalisme|Droit|Politique
0230,Égalité,L'école acadienne en évolution,"GODIN, Alcide",,,,17,1986,1986-01-01,1986-12-31,,pp. 81-106,,,,Acadie,Éducation|École
0231,Égalité,L'affaire Tingley : un recul par rapport au bilinguisme officiel,"DOUCET, Michel",,,,17,1986,1986-01-01,1986-12-31,,pp. 107-126,,,,Acadie,Droit|Langue
